COMPLEX ID,Character Area,Z-Area,Street Number,Street Name,Designation,Zoning,Complex Name,Site Area (ha),Site Area (acre),Total Parking,GFA Residential (m2),GFA Residential (ft2),GFA Retail (m2),GFA Retail (ft2),GFA Total (m2),GFA Total (ft2),Building Type,Tenure Residential,Townhouse Blocks,Storeys Total,Number Of Residential Units,Number Of Retail Units,Density (Unit/Ha),Density (Unit/Acre),FSI,OBJECTID
1141,Sheridan NHD,18,20802088,Leanne Blvd,Medium Density,RM4,Sheridan Lane,1.9058,4.709334,205,11311.990000,121761.246900,0,0,11311.990000,121761.246900,Townhouse,PCC,10,3,88,0,46,19,0.593556,360
1142,Central Erin Mills NHD,39E,5535,Glen Erin Dr,Medium Density,RM4,Daniels Dimensions,2.565,6.338253,284,13360.290000,143808.964600,0,0,13360.290000,143808.964600,Townhouse,PCC,13,3,95,0,37,15,0.520869,361
1143,Erindale NHD,16,840,Dundas St W,Medium Density,RM4,Huron Ridge - Phase I,0.459,1.134214,59,4017.460000,43243.579520,0,0,4017.460000,43243.579520,Townhouse,PCC,3,3,25,0,54,22,0.875264,362
1144,Erin Mills NHD,24,2000,The Collegeway,Medium Density,RM4,Towne Manors of Sawmill Valley,1.638,4.047586,158,8228,88565.454850,0,0,8228,88565.454850,Townhouse,PCC,11,2,38,0,23,9,0.502320,363
1146,East Credit NHD,37W,5223/819-831,Fairford Cres/Winterton Way,Medium Density,RM4-1,The Artisan Collection,3.06,7.561425,248,14312.400000,154057.391400,0,0,14312.400000,154057.391400,Townhouse,PCC,15,2,107,0,35,14,0.467725,364
1148,East Credit NHD,38E,1480,Britannia Rd W,Medium Density,RM4-65,Abbey Road on Britannia,3.8278,9.4587,381,24801.860000,266964.999000,0,0,24801.860000,266964.999000,Townhouse,PCC,75,2,165,0,43,17,0.647940,365
1149,Streetsville NHD,39E,2360,Britannia Rd W,Medium Density,RM4-44,Britannia Oaks Townhouses,0.302,0.746258,,1988.920000,21408.556690,0,0,1988.920000,21408.556690,Townhouse,PCC,3,3,12,0,40,16,0.658583,366
1150,Central Erin Mills NHD,39E,5525,Palmerston Cres,Medium Density,RM4,Credit Hills Condomiums,2.3,5.683424,224,13015.990000,140102.950300,0,0,13015.990000,140102.950300,Townhouse,PCC,13,3,97,0,42,17,0.565913,367
1151,East Credit NHD,30,1575,South Parade Crt,Medium Density,RM4,Bedford Park,1.6119,3.983092,148,9586,103182.845200,0,0,9586,103182.845200,Townhouse,PCC,14,2,68,0,42,17,0.594702,368
1152,Lakeview NHD,6,731-765/1172-1244,Village Green Blvd/Parkwest Pl,High Density,RM9-2,The West Village,0.8882,2.19479,103,5722,61591.095370,0,0,5722,61591.095370,Townhouse,PCC,7,3,45,0,51,21,0.644224,369
1153,Hurontario NHD,37W,739-743,Mirage Pl,Low Density II,RM5-40,,0.087,0.214982,6,431.050000,4639.783582,0,0,431.050000,4639.783582,Townhouse,Freehold,1,2,3,0,34,14,0.495460,370
1154,East Credit NHD,38E,5031,East Mill Rd,Medium Density,RM4,,1.29,3.187659,128,6934.050000,74637.492980,0,0,6934.050000,74637.492980,Townhouse,PCC,10,2,44,0,34,14,0.537523,371
1156,East Credit NHD,30,1525,South Parade Crt,High Density,RA3-28,,0.5931,1.465582,76,4132.740000,44484.443110,0,0,4132.740000,44484.443110,Townhouse,PCC,4,3,33,0,56,23,0.696803,372
1158,Clarkson - Lorne Park NHD,10,1780-1786/1566-1578,Christopher Rd/Clarkson Rd N,Medium Density,RM4,Towne Manors of Conventry,1.0405,2.571131,75,5194.640000,55914.639570,0,0,5194.640000,55914.639570,Townhouse,PCC,7,2,28,0,27,11,0.499245,373
1160,Port Credit NHD (West),8,28,Front St S,Mixed Use,C4-1,Wilcox Landing Townhouses,0.1168,0.288619,15,1136.400000,12232.107790,0,0,1136.400000,12232.107790,Townhouse,Freehold,1,4,5,0,43,17,0.972945,374
1161,Malton NHD,40E,7115,Rexwood Rd,Medium Density,RM4-25,Sonata Park Condo Townhouses,4.3215,10.678659,305,17710.440000,190633.589500,0,0,17710.440000,190633.589500,Townhouse,PCC,17,2,128,0,30,12,0.409822,375
1162,Meadowvale Village NHD,53E,7271-7319/7236-7278,Bellshire Gate/Torrisdale Ln,Medium Density,RM5-16,Levi Creek,1.2349,3.051504,76,5021.380000,54049.684450,0,0,5021.380000,54049.684450,Townhouse,Freehold,6,2,38,0,31,12,0.406622,376
1163,Central Erin Mills NHD,39W,5950,Glen Erin Dr,Medium Density,RM4,Daniels Britannia Terraces,1.6144,3.989269,138,7024.080000,75606.567830,0,0,7024.080000,75606.567830,Townhouse,PCC,10,2,60,0,37,15,0.435089,377
1164,Central Erin Mills NHD,39W,2665,Thomas St,Medium Density,RM4,Thomas Park,2.797,6.911538,254,13972.920000,150403.259000,0,0,13972.920000,150403.259000,Townhouse,PCC,14,2,96,0,34,14,0.499568,378
1165,East Credit NHD,38E,5985,Creditview Rd,Medium Density,RM4,Credit Valley,0.4019,0.993117,44,2636.100000,28374.744230,0,0,2636.100000,28374.744230,Townhouse,PCC,4,3,19,0,47,19,0.655909,379
1166,DT Fairview,22,38,Fairview Rd W,Medium Density,RM4,Fairfield Village,0.771,1.905182,88,4913,52883.091840,0,0,4913,52883.091840,Townhouse,PCC,3,3,38,0,49,20,0.637224,380
1167,Lakeview NHD,6,1107,Lakeshore Rd E,Low Density II,RM4-29,,0.6859,1.694896,44,2552.260000,27472.297980,0,0,2552.260000,27472.297980,Townhouse,Freehold,4,2,19,0,28,11,0.372104,381
1168,Meadowvale Village NHD,53W,"1563-1591,1564-1594",Woodhenge Way,Medium Density,RM5-15,Levi Creek Ph II,0.9164,2.264474,58,4270.850000,45971.046770,0,0,4270.850000,45971.046770,Townhouse,Freehold,4,3,29,0,32,13,0.466046,382
1170,Erindale NHD,16,800,Dundas St W,Medium Density,RM4-3,Huron Ridge Phase II,1.1163,2.758437,98,6526.500000,70250.661290,0,0,6526.500000,70250.661290,Townhouse,PCC,4,3,41,0,37,15,0.584655,383
1171,Meadowvale Village NHD,53E,7190,Atwood Lane,Medium Density,RM4,Lattitudes Condominium,2.4937,6.162067,212,11236.370000,120947.280000,0,0,11236.370000,120947.280000,Townhouse,PCC,12,3,91,0,36,15,0.450590,384
1172,Erindale NHD,23,3020,Cedarglen Gate,Medium Density,RM4,Cedarglen Gate,1.787,4.415773,160,10457.560000,112564.238900,0,0,10457.560000,112564.238900,Townhouse,PCC,11,3,69,0,39,16,0.585202,385
1174,DT Cooksville,22,43/3057-3073,Agnes St/Cook St,High Density,RA4-27,BOCA Square,0.4414,1.090723,63,4765,51290.033100,0,0,4765,51290.033100,Townhouse,PCC,3,3,27,0,61,25,1.079520,386
1175,Hurontario NHD,37W,5255/515-543,Guildwood Way/Ravenstone Crt,Medium Density,RM4,,3.347,8.270617,290,15633.590000,168278.562100,0,0,15633.590000,168278.562100,Townhouse,PCC,18,2,125,0,37,15,0.467093,387
1176,Churchill Meadows NHD,57,"5530-5555/3859-3883,3898-3946",Linwell Pl/Talias Cres,Low Density II,RM5-21,,1.328,3.281559,116,7603.180000,81839.948350,0,0,7603.180000,81839.948350,Townhouse,Freehold,10,2,58,0,44,18,0.572529,388
1178,Lakeview NHD,6,779-803/1183-1205,Village Green Blvd/Parkwest Pl,High Density,RM9-2,The West Village,0.4209,1.040067,54,2929,31527.493590,0,0,2929,31527.493590,Townhouse,PCC,4,3,23,0,55,22,0.695890,389
1179,Uptown MN,28,80,Acorn Pl,Medium Density,RM4,,5.445263,13.455538,542,33303.580000,358476.751500,0,0,33303.580000,358476.751500,Townhouse,PCC,36,3,235,0,43,17,0.611606,390
1181,East Credit NHD,37W,5055/838-892,Heatherleigh Ave/Scollard Crt,Medium Density,RM4,Villages at Century City,3.50191,8.653408,374,24351.300000,262115.211600,0,0,24351.300000,262115.211600,Townhouse,PCC,19,3,160,0,46,18,0.695372,391
1186,Meadowvale NHD,46W,1-24,Moonstream Crt,Low Density II,R3-8,,1.22,3.014686,,,,0,0,,,Detached,PCC,0,2,24,0,20,8,,392
1189,Churchill Meadows NHD,57,5847-5969/5956-5979/3081-3115/5886-5894/5951-5981/3180-3188,Chalfont Cres/Foxbridge Pl/Caulfield Cres/Shelford Terr/Tenth Line West/Britannia Rd W,Medium Density,RM5-21,,2.676,6.61254,190,14578.900000,156925.973500,0,0,14578.900000,156925.973500,Townhouse,Freehold,16,2,95,0,36,14,0.544802,393
1190,Central Erin Mills NHD,39W,5625,Glen Erin Dr,Medium Density,RM4,The Annex,1.373,3.392757,138,6915.610000,74439.006470,0,0,6915.610000,74439.006470,Townhouse,PCC-RNTL,8,2,60,0,44,18,0.503686,394
1191,Hurontario NHD,37W,545654585460,Starwood Dr,Low Density II,RM5-31,,0.09357,0.231217,6,486.900000,5240.947979,0,0,486.900000,5240.947979,Townhouse,Freehold,1,2,3,0,32,13,0.520359,395
1193,Churchill Meadows NHD,57,5804-5864/5829-5867,Tenth Line West/Rainberry Dr,Low Density II,RM5-22{5},,1.314,3.246965,108,7921.280000,85263.948250,0,0,7921.280000,85263.948250,Townhouse,Freehold,8,2,54,0,41,17,0.602837,396
1196,Meadowvale Village NHD,52W,761-793,Avocado Cres,Low Density II,RM5-27,Colonial Woods,0.3357,0.829533,28,,,0,0,,,Townhouse,Freehold,2,2,14,0,42,17,,397
1301,Cooksville NHD (West),22,"601,605,615,625/3055",Shoreline Dr/Elmcreek Rd,Medium Density,RM9-1,High Park Village,5.1695,12.774113,587,41297.950000,444527.433900,0,0,41297.950000,444527.433900,Townhouse,PCC,32,3,315,0,61,25,0.798877,398
1302,Churchill Meadows NHD,57,"3191-3968/3907,3909,3957-3971/5898-5939",Coachman Cir/Freeman Terrace/Questman Hollow,Medium Density,RM5-37,Villas of Monaco/Summerdale Village,3.016,7.452698,256,17724.240000,190782.131400,0,0,17724.240000,190782.131400,Townhouse,Freehold,11,2,128,0,42,17,0.587674,399
1303,Meadowvale Village NHD,53W,"7284,7244-7280",Bellshire Gate,Medium Density,RM4,The Ravines at Levi Creek,2.011,4.969289,151,9137.100000,98350.925810,0,0,9137.100000,98350.925810,Townhouse,PCC,11,3,65,0,32,13,0.454356,400
1304,Cooksville NHD (West),22,199,Hillcrest Ave,Medium Density,RM4-14,Confederation Park,1.4384,3.554364,103,6603.080000,71074.961550,0,0,6603.080000,71074.961550,Townhouse,PCC,7,2,44,0,31,12,0.459057,401
1306,Meadowvale Village NHD,53W,"7220-7229,7231-7232,7234-7239,7234,7245,7249-7259",Pallett Crt,Medium Density,RM5-16,Levi Creek Townhouses,1.093,2.700862,52,3675.100000,39558.447150,0,0,3675.100000,39558.447150,Townhouse,Freehold,5,2,26,0,24,10,0.336240,402
1307,Lisgar NHD,56,3256-3353,Bobwhite Mews,Low Density II,RM5,,2.7322,6.751413,,,,0,0,,,Townhouse,Freehold,11,2,63,0,23,9,,403
1310,Meadowvale NHD,46W,2655,Gananoque Dr,Medium Density,RM4,,2.13,5.263345,,,,0,0,,,Townhouse,PCC,15,2,67,0,31,13,,404
1311,Lakeview NHD,6,812-832/1146-1172/1105-1177,Village Green Blvd/West Shore Dr/Upper Village Dr,High Density,RM9-2,The West Village,1.05,2.594607,112,6552.300000,70528.370180,0,0,6552.300000,70528.370180,Townhouse,PCC,6,2,49,0,47,19,0.624029,405
1324,Central Erin Mills MN,32,4600465046524654416870506496.000000,Kimbermount Ave,Medium Density,RM4-16,Kimbermount Renaissance Village,2.305,5.695779,234,11562.220000,124454.700200,0,0,11562.220000,124454.700200,Townhouse,PCC-RNTL,12,2,101,0,44,18,0.501615,406
1330,Meadowvale Village NHD,44W,627629631,Dolly Bird Lane,Medium Density,RM5-27,Arrowsmith Village,0.09,0.222395,9,544.170000,5857.397128,0,0,544.170000,5857.397128,Townhouse,Freehold,1,3,3,0,33,13,0.604633,407
1356,Clarkson - Lorne Park NHD,10,1205,Clarkson Rd N,Low Density II,R3-36,Creekbank,0.798,1.971901,16,1252.970000,13486.856830,0,0,1252.970000,13486.856830,Detached,PCC,0,1,8,0,10,4,0.157014,408
1357,Clarkson - Lorne Park NHD,9,1405,Lorne Park Rd,Low Density II,R2-34,Estates of Lorne Park,1.967,4.860563,,,,0,0,,,Detached,PCC,0,1,24,0,12,5,,409
1358,Hurontario NHD,37W,516-542,Steddick Crt,Medium Density,RM5,,0.239,0.590582,,,,0,0,,,Townhouse,Freehold,2,2,13,0,54,22,,410
1359,Malton NHD,48W,3233,Derry Rd E,Mixed Use,C3-7,Malton Mobile Homes,0.87,2.149817,,,,0,0,,,Other (Mobile Homes),RNTL,0,1,24,0,28,11,,411
1361,Malton NHD,49E,91113,Ripon,Low  Density I,R3,,0.1143,0.282441,,,,0,0,,,Townhouse,RNTL,1,1,3,0,26,11,,412
1376,East Credit NHD,38E,5420,Fallingbrook Dr,Medium Density,RM4,Sundial Homes(River Run) Ltd,0.9957,2.460428,,4233.070000,45564.386240,0,0,4233.070000,45564.386240,Townhouse,PCC,4,2,34,0,34,14,0.425135,413
1378,Hurontario NHD,36W,14-53,Andrika Crt,Medium Density,RM5-25,,0.836,2.065801,108,6261.600000,67399.301420,0,0,6261.600000,67399.301420,Townhouse,Freehold,6,3,36,0,43,17,0.748995,414
1379,East Credit NHD,44W,860-996/815-833/793-823/805/6449,Delgado Dr/Escobar Cres/Cremens Cres/Nolan Rd/Torre Dr,Medium Density,RM5-23,,2.1708,5.364164,152,11263.060000,121234.568800,0,0,11263.060000,121234.568800,Townhouse,Freehold,11,2,76,0,35,14,0.518844,415
1380,Lakeview NHD,6,1102-1191/728-762,Lower Village Cres/Village Green Blvd,High Density,RM9-2,The West Village,1.453,3.590441,142,8259.830000,88908.070120,0,0,8259.830000,88908.070120,Townhouse,PCC,9,2,62,0,43,17,0.568467,416
1388,Hurontario NHD,37E,470,Faith Dr,Medium Density,RM4-12,Woods End,2.303,5.690837,190,14437.960000,155408.907900,0,0,14437.960000,155408.907900,Townhouse,PCC,13,2,82,0,36,14,0.626920,417
1389,Hurontario NHD,37W,669-729,Four Winds Way,Medium Density,RM4,Heartland Village,1.7194,4.24873,188,9616.390000,103509.960400,0,0,9616.390000,103509.960400,Townhouse,PCC-RNTL,11,2,81,0,47,19,0.559288,418
1390,Churchill Meadows NHD,57,5950-5978/3008-3016,Winston Churchill Blvd/Britannia Rd W,Medium Density,RM5-22{2},,0.864,2.13499,,4800.100000,51667.846360,0,0,4800.100000,51667.846360,Townhouse,Freehold,5,2,32,0,37,15,0.555567,419
1391,Hurontario NHD,37E,463-485,Bristol Rd W,Medium Density,RM4,,0.5586,1.380331,61,4727.600000,50887.462850,0,0,4727.600000,50887.462850,Townhouse,PCC,2,3,23,0,41,17,0.846330,420
1392,Meadowvale Village NHD,52W,7399-7471,Magistrate Terr,Medium Density,RM5-27,,0.8463,2.091253,,4851.810000,52224.448170,0,0,4851.810000,52224.448170,Townhouse,Freehold,4,2,34,0,40,16,0.573297,421
1393,Meadowvale Village NHD,53W,1618-1702,Casablanca Cir,Medium Density,RM5-16,,1.652,4.082181,,6430.870000,69221.308540,0,0,6430.870000,69221.308540,Townhouse,Freehold,8,2,42,0,25,10,0.389278,422
1395,Cooksville NHD (West),15,"2165,2175/2130",Stavebank Rd/Dickson Rd,Low  Density I,R1-19,The Colony,4.025,9.945992,160,8992.760000,96797.262980,0,0,8992.760000,96797.262980,Detached,PCC,0,1,40,0,10,4,0.223423,423
1398,Hurontario NHD,37W,720,Avonwick Ave,Medium Density,RM4,Heartland Village,2.3297,5.756814,210,10763.950000,115862.193500,0,0,10763.950000,115862.193500,Townhouse,PCC,13,2,91,0,39,16,0.462032,424
1399,Streetsville CN,39E,1-14,James St,Medium Density,RM5-35,,0.2979,0.736127,42,1670.480000,17980.897060,0,0,1670.480000,17980.897060,Townhouse,Freehold,2,2,14,0,47,19,0.560752,425
1401,Port Credit CN,7,8-159/110-144/1-113,St. Lawrence Dr/Waterside Dr/Compass Way,Medium Density,RM4-19,Port Credit Village,4.427,10.939355,567,39348.280000,423541.360700,0,0,39348.280000,423541.360700,Townhouse,PCC,22,3,167,0,38,15,0.888825,426
1408,Hurontario NHD,36E,530,Driftcurrent Dr,Low Density II,R5-28,,1.0236,2.529371,72,3501.100000,37685.526740,0,0,3501.100000,37685.526740,Detached,PCC,0,2,21,0,21,8,0.342038,427
1420,Churchill Meadows NHD,57,5855-5865,Tenth Line West,Medium Density,RM5-22{3},,0.1544,0.381531,12,1116,12012.524020,0,0,1116,12012.524020,Townhouse,Freehold,1,3,6,0,39,16,0.722798,428
1421,Churchill Meadows NHD,57,3225-3249/5952-5980/3218-3226,Equestrian Cres/Tenth Line West/Britannia Rd W,Medium Density,RM5-22{4},,0.8625,2.131284,66,4685.180000,50430.857770,0,0,4685.180000,50430.857770,Townhouse,Freehold,5,2,31,0,36,15,0.543209,429
1423,Central Erin Mills NHD,39E,5260,McFarren Blvd,Medium Density,RM4-9,,4.3804,10.824204,418,28226.450000,303826.979000,0,0,28226.450000,303826.979000,Townhouse,PCC,25,2,181,0,41,17,0.644381,430
1424,Cooksville NHD (West),22,280,Hillcrest Ave,Medium Density,RM4-1,,0.9746,2.408289,111,7171.280000,77191.015450,0,0,7171.280000,77191.015450,Townhouse,PCC,7,3,48,0,49,20,0.735818,431
1425,East Credit NHD,38E,5019-5025,East Mill Rd,Medium Density,RM5-19,,0.098,0.242163,16,678.780000,7306.327108,0,0,678.780000,7306.327108,Townhouse,Freehold,1,2,4,0,41,17,0.692633,432
1427,Meadowvale Village NHD,44W,"6507-6585/6455,6456",Skipper Way/Rallymaster Hts,Low Density II,RM5-27,,1.005,2.483409,108,5096.330000,54856.439540,0,0,5096.330000,54856.439540,Townhouse,Freehold,7,2,36,0,36,14,0.507098,433
1429,Central Erin Mills MN,39W,2900/5142-5198,Rio Crt/Plantation Pl,Medium Density,RM4-17,,2.904,7.17594,316,16000.720000,172230.316600,0,0,16000.720000,172230.316600,Townhouse,PCC-RNTL,15,2,135,0,46,19,0.550989,434
1431,Meadowvale Village NHD,52W,7385,Magistrate Terr,Medium Density,RM4-15,Symphony Manors,1.9435,4.802493,141,9156.200000,98556.516500,0,0,9156.200000,98556.516500,Townhouse,PCC,9,3,60,0,31,12,0.471119,435
1432,Clarkson - Lorne Park NHD,89,710-864,Hidden Grove Lane,Low  Density I,R2-31{1},Watercolours Condominiums,4.45,10.996189,214,,,0,0,,,Detached,PCC,0,2,50,0,11,5,,436
1433,Churchill Meadows NHD,57,3039-3095/3069-3083,Wrigglesworth Cres/Hawktail Cres,Medium Density,RM5-21,,1.147,2.834299,104,7897.760000,85010.781080,0,0,7897.760000,85010.781080,Townhouse,Freehold,7,2,52,0,45,18,0.688558,437
1434,Meadowvale Village NHD,44W,6538-6646/6559-6645,Opera Glass Cres/Jazzy Mews,Medium Density,RM5-30,,2.1503,5.313507,170,13712.300000,147597.968700,0,0,13712.300000,147597.968700,Townhouse,Freehold,13,3,85,0,40,16,0.637692,438
1436,East Credit NHD,38E,5980,Whitehorn Ave,Medium Density,RM4,Creditview Country Club,2.886,7.131461,283,20137.500000,216758.245900,0,0,20137.500000,216758.245900,Townhouse,PCC,18,3,125,0,43,18,0.697765,439
1438,Sheridan NHD,18,2401,Fifth Line West,Medium Density,RM4-28,Sheridan Lane,0.35,0.864869,31,2087.480000,22469.447700,0,0,2087.480000,22469.447700,Townhouse,PCC,2,2,14,0,40,16,0.596423,440
1439,Streetsville NHD,38W,231-239,Church St,Low Density II,RM5-33,,0.1279,0.316048,20,931.110000,10022.384620,0,0,931.110000,10022.384620,Townhouse,Freehold,1,3,5,0,39,16,0.727998,441
1440,Churchill Meadows NHD,57,3033-3146,Turbine Cres,Medium Density,RM5-21,,1.8236,4.506214,,11888.450000,127966.210700,0,0,11888.450000,127966.210700,Townhouse,Freehold,12,3,85,0,47,19,0.651922,442
1442,Uptown MN,28,159-183/4950,Trudeau Ave/Albina Way,Medium Density,RM4,,3.219,7.954322,332,21095.300000,227067.919300,0,0,21095.300000,227067.919300,Townhouse,PCC,18,3,144,0,45,18,0.655337,443
1443,Streetsville NHD,38W,19-29/85,Ellen St/Church St,Medium Density,RM4-21,Trinity Falls,0.7134,1.76285,52,4889.606000,52631.280920,0,0,4889.606000,52631.280920,Townhouse,PCC,5,3,22,0,31,12,0.685395,444
1444,Churchill Meadows NHD,57,5771-5845,Tenth Line West,Medium Density,RM5-22{3},,0.6682,1.651158,52,4895.860000,52698.598420,0,0,4895.860000,52698.598420,Townhouse,Freehold,4,3,26,0,39,16,0.732694,445
1445,Hurontario NHD,29,651-675/4540-4546,Huntington Ridge Dr/Guildwood Way,Medium Density,RM4-7,Huntington Ridge,2.146,5.302881,213,10860.340000,116899.726800,0,0,10860.340000,116899.726800,Townhouse,PCC-RNTL,10,2,94,0,44,18,0.506074,446
1447,Erindale NHD,16,11281152,Dundas St W,Medium Density,RM4,Dundas Village,1.84727,4.564704,204,13093.356000,140935.711000,0,0,13093.356000,140935.711000,Townhouse,PCC,15,3,87,0,47,19,0.708795,447
1451,Churchill Meadows NHD,58,"3315-3625/3328-3578/4950,4988,4989/4990,4991/4992,4949-4997",Southwick St/Eglinton Ave W/Sebastian Dr/Middlesex Gate/Long Acre Dr,Medium Density,RM5-21,,5.7755,14.271571,502,40369.940000,434538.417400,0,0,40369.940000,434538.417400,Townhouse,Freehold,34,3,251,0,43,18,0.698986,448
1452,Erindale NHD,16,2417,Old Carriage Rd,Low  Density I,R2-32,Stone Grove,1.1006,2.719642,68,,,0,0,,,Detached,PCC,0,1,17,0,15,6,,449
1453,Hurontario NHD,28,4720-4939/4837-4887/201-219,James Austin Dr/Vienna Crt/Trudeau Ave,Low Density II,RM5-24,,3.9024,9.64304,306,23704.870000,255157.097000,0,0,23704.870000,255157.097000,Townhouse,Freehold,20,2,153,0,39,16,0.607443,450
1454,East Credit NHD,45E,6035-6125/6079-6176/1025-1029/6069-6156/6016-6060,Coxswain Cres/Rowers Cres/Swift Lane/Windfleet Cres/Silken Laumann Way,Medium Density,RM5,,5.200449,12.850588,,32921.380000,354362.784900,0,0,32921.380000,354362.784900,Townhouse,Freehold,36,2,243,0,47,19,0.633049,451
1455,Churchill Meadows NHD,58,3146-3480,Angel Pass Dr,Medium Density,RM5-37,,2.74815,6.790827,208,14742.260000,158684.365900,0,0,14742.260000,158684.365900,Townhouse,Freehold,14,,104,0,38,15,0.536443,452
1456,Hurontario NHD,29,4620,Guildwood Way,High Density,RA1-20,,1.0431,2.577556,133,6484.010000,69793.302740,0,0,6484.010000,69793.302740,Townhouse,PCC,4,3,92,0,88,36,0.621610,453
1458,Churchill Meadows NHD,58,3035,Artesian Dr,Medium Density,RM4-18,,2.2701,5.609539,,11478.730000,123556.021300,0,0,11478.730000,123556.021300,Townhouse,PCC-RNTL,12,2,93,0,41,17,0.505649,454
1459,Meadowvale Village NHD,52W,770,Othello Crt,Medium Density,RM4,,2.15086,5.314891,160,9653.960000,103914.360500,0,0,9653.960000,103914.360500,Townhouse,PCC,12,2,69,0,32,13,0.448842,455
1461,Cooksville NHD (West),22,"3223,3251/3150-3190",Parkerhill Rd/Pinto Pl,Medium Density,RM4-52,,0.999536,2.469907,96,6870.890000,73957.644400,0,0,6870.890000,73957.644400,Townhouse,PCC,6,,47,0,47,19,0.687408,456
1462,Meadowvale Village NHD,44W,520525,Novo Star Dr,Medium Density,RM4,Laurelwood Chase,3.954,9.770547,314,19585.320000,210814.629800,0,0,19585.320000,210814.629800,Townhouse,PCC,21,3,136,0,34,14,0.495329,457
1463,Meadowvale Village NHD,52W,7155,Magistrate Terr,Medium Density,RM4,,2.654,6.558177,,15481.220000,166638.465100,0,0,15481.220000,166638.465100,Semi-Detached,PCC,48,3,96,0,36,15,0.583317,458
1464,Meadowvale Village NHD,44W,6379-6399,Spinnaker Cir,Medium Density,RM4,Laurelwood Gardens,3.27973,8.104389,253,14725.960000,158508.914100,0,0,14725.960000,158508.914100,Townhouse,PCC,18,2,106,0,32,13,0.448999,459
1466,Cooksville NHD (East),21,435,Hensall Cir,Medium Density,RM4,,3.0962,7.650877,324,22146.900000,238387.247500,0,0,22146.900000,238387.247500,Townhouse,PCC,10,4,144,0,47,19,0.715293,460
1467,Rathwood NHD,27,4222,Dixie Rd,Medium Density,RM6-5,Stone Manor,2.0966,5.180811,221,13891.200000,149523.632300,0,0,13891.200000,149523.632300,Townhouse,Freehold-Common Element Condo,13,3,98,0,47,19,0.662558,461
1468,Mineola NHD,7,1130,Cawthra Rd,Medium Density,RM4-38,,1.5875,3.922798,120,11125,119748.503300,0,0,11125,119748.503300,Townhouse,PCC,6,3,52,0,33,13,0.700787,462
1469,Cooksville NHD (West),22,303030443045304647286784.000000,Breakwater Crt,Medium Density,RM4-32,Pennylane,4.5199,11.168916,516,30552.610000,328865.556800,0,0,30552.610000,328865.556800,Townhouse,PCC,30,3,221,0,49,20,0.675958,463
1470,Clarkson - Lorne Park NHD,9,"1149-1188,1203-1223",Burrowhill Lane,Low  Density I,R2-31{2},Watercolours,1.962,4.848208,82,4750,51128.574450,0,0,4750,51128.574450,Detached,PCC,0,2,19,0,10,4,0.242100,464
1471,Erin Mills NHD,24,1915,Broad Hollow Gate,Medium Density,RM4,Manor Gates In Sawmill Valley,0.7684,1.898758,,3823.290000,41153.551030,0,0,3823.290000,41153.551030,Townhouse,PCC,2,3,16,0,21,8,0.497565,465
1472,Churchill Meadows NHD,57,5175-5233,Preservation Cir,Medium Density,RM5-42{1},,0.6436,1.59037,50,4822.680000,51910.895460,0,0,4822.680000,51910.895460,Townhouse,Freehold,4,3,25,0,39,16,0.749329,466
1473,Churchill Meadows NHD,57,3252-3298,Flagstone Dr,Medium Density,RM5-37,,0.46755,1.155341,38,3463.240000,37278.005090,0,0,3463.240000,37278.005090,Townhouse,Freehold,3,3,19,0,41,16,0.740721,467
1475,Churchill Meadows NHD,57,3453-3559,Eglinton Ave W,Medium Density,RM5-41{2},,1.1489,2.838994,92,7074.400000,76148.207800,0,0,7074.400000,76148.207800,Townhouse,Freehold,6,3,46,0,40,16,0.615754,468
1476,Clarkson - Lorne Park NHD,9,1155,Birchview Dr,Low Density II,RM1-18,,0.5867,1.449767,,2013.792000,21676.276670,0,0,2013.792000,21676.276670,Detached,PCC,0,2,8,0,14,6,0.343240,469
1478,Streetsville NHD,39E,2270,Britannia Rd W,Low Density II,RM2-43,,0.80611,1.991941,65,4448.720000,47885.623520,0,0,4448.720000,47885.623520,Semi-Detached,PCC,14,2,28,0,35,14,0.551875,470
1479,Streetsville NHD,39E,86-100,Joymar Dr,Medium Density,RM4-43,,1.827,4.514615,188,10234.590000,110164.209800,0,0,10234.590000,110164.209800,Townhouse,PCC,12,,81,0,44,18,0.560186,471
1480,Hurontario NHD,36W,520652085210,Thornwood Dr,Low Density II,RM5,,0.0768,0.189777,6,465.600000,5011.676687,0,0,465.600000,5011.676687,Townhouse,Freehold,1,3,3,0,39,16,0.606250,472
1483,Churchill Meadows NHD,57,3150,Erin Centre Blvd,Medium Density,RM4-33,Picket Fences,2.36485,5.843672,225,13854.260000,149126.013400,0,0,13854.260000,149126.013400,Townhouse,PCC,14,,100,0,42,17,0.585841,473
1485,Streetsville NHD,45E,"6430-6436,6447-6481",Rivergate Pl,Low Density II,RM4-39,River Gate,1.2895,3.186424,,2924.050000,31474.212230,0,0,2924.050000,31474.212230,Townhouse,PCC,6,1,21,0,16,7,0.226758,474
1486,Meadowvale Village NHD,52W,7360,Zinnia Pl,Medium Density,RM4,Townwood Homes,7.01,17.322087,414,24752.900000,266437.998000,0,0,24752.900000,266437.998000,Townhouse,PCC,31,2,179,0,26,10,0.353108,475
